target,query,size,data_dependencies,max_depth,keyword_count,union_count,all_count,optional_count,match_count,foreach_count,unwind_count,as_count,merge_count,on_count,create_count,set_count,detach_count,delete_count,remove_count,call_count,yield_count,with_count,return_count,distinct_count,order_count,by_count,l_skip_count,limit_count,ascending_count,asc_count,descending_count,desc_count,where_count,or_count,xor_count,and_count,not_count,starts_count,ends_count,contains_count,in_count,is_count,null_count,count_count,case_count,else_count,end_count,when_count,then_count,any_count,none_count,single_count,exists_count,true_count,false_count,target
falkordb,"CALL { MATCH (x), (:n0{n1:0})-->({n2:x.n3}) MERGE () } RETURN 0",63,1,2,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neo4j,"FOREACH ( n0 IN [0, 0] | MERGE ()<-[x:A]-() DELETE x ) MERGE (:A) FOREACH (y IN [null] | SET y += {n2: 0} )",107,2,2,9,0,0,0,0,2,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
neo4j,"RETURN (CASE toBoolean(all(n0 IN null WHERE true)) WHEN false THEN 0 END)",73,0,2,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0
falkordb,"CALL { WITH 0 AS x MATCH (:A) MATCH ({n0:CASE WHEN 0 THEN x END}) RETURN 0 AS n1 } RETURN 0",91,1,2,12,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
falkordb,"CALL { WITH null AS x MATCH (:A), ({n0:x}) MERGE () }",53,1,2,6,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
memgraph,"RETURN -9223372036854775808",27,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
redisgraph,"MATCH ()<-[*..0]-() RETURN 0",28,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
falkordb,"CREATE (x:A) DELETE x CREATE (y:B:C) RETURN y",45,2,1,4,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
neo4j,"OPTIONAL MATCH ({n0:0, n1:0}) WITH * RETURN max(0) AS n2, localdatetime('2015185T19:32:24') AS n3 ORDER BY localdatetime('2015185T19:32:24')",140,0,1,8,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
redisgraph,"CREATE ()-[x:A]->() DELETE x RETURN x",37,2,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neo4j,"OPTIONAL MATCH () WITH 0 AS n0 OPTIONAL MATCH () WHERE false RETURN COUNT(*) AS n1 UNION ALL CREATE () RETURN 0 AS n1",117,1,1,16,1,1,2,2,0,0,3,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
neo4j,"WITH 0 AS n0 ORDER BY null CALL { RETURN 0 AS n1 ORDER BY null } UNWIND 0 AS x RETURN x",87,1,2,14,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
memgraph,"CALL { RETURN null AS x UNION RETURN null AS x } RETURN *",57,1,2,9,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
falkordb,"RETURN 9223372036854775807 / 1",30,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
neo4j,"MATCH () CALL { OPTIONAL MATCH ({n0:localtime('12:50:35.556')}) CALL { RETURN null AS n1 UNION ALL RETURN null AS n1 } WITH 0 AS n2 ORDER BY COUNT { () } SKIP 0 RETURN 0 AS n3 } RETURN 0",186,1,3,22,1,1,1,2,0,0,4,0,0,0,0,0,0,0,2,0,1,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
falkordb,"RETURN null^1 IS NULL",21,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
neo4j,"CALL { OPTIONAL MATCH () CREATE () } UNWIND [0] AS n1 MATCH (x) WHERE false UNWIND [0] AS n0 DELETE x",101,1,2,12,0,0,1,2,0,2,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
redisgraph,"REMOVE null.n0 RETURN 0",23,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
falkordb,"MATCH (x) CALL { CALL { CALL { MERGE () RETURN 0 AS n0 } MERGE () } RETURN 0 AS n1 } RETURN 0",93,0,4,11,0,0,0,1,0,0,2,2,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
memgraph,"MATCH (), ({n0:(CASE WHEN false THEN null END).n1}) RETURN 0",60,0,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0
redisgraph,"WITH [0, 0] AS n0 OPTIONAL MATCH () UNWIND [0, 0, 0] AS n1 UNWIND [0, 0] AS n2 MERGE ()",87,0,1,9,0,0,1,1,0,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neo4j,"RETURN CASE WHEN (CASE WHEN null THEN COUNT { () } END) IS NULL THEN null WHEN (CASE WHEN null THEN COUNT { () } END) IS NOT NULL THEN (CASE WHEN null THEN COUNT { () } END) WHEN false THEN EXISTS { () } ELSE 1 END",214,0,2,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,6,3,4,1,4,6,6,0,0,0,1,0,1,1
redisgraph,"MERGE n0 = ()<-[:A]-(x)<-[:B]-(x)-[:B]->()<-[:B]-(x)",52,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
redisgraph,"CREATE (x)-[:A{n0:properties(x).n1}]->()",40,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neo4j,"CREATE ({n0:(substring("" "", 1, 2147483647))}) CREATE ()",55,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
falkordb,"CREATE ()<-[x:A]-() DELETE x MERGE ()-[:B]->() DELETE x",55,2,1,4,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
memgraph,"CALL { RETURN 0 AS x } MATCH ({n0:x}) RETURN 0",46,1,2,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
falkordb,"UNWIND [0, 1] AS x FOREACH (n0 IN [] | CREATE () ) MERGE () CREATE ({n1:x})",75,1,2,7,0,0,0,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
neo4j,"RETURN EXISTS { WITH 0 AS n0 MATCH ({n1:COUNT { RETURN 0 AS x } }) }",68,0,3,8,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
neo4j,"CREATE ({x:0})<-[y:A]-() CREATE (z) DELETE z CREATE ({x:endNode(y).x})",70,4,1,4,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
falkordb,"WITH 0 AS n0 OPTIONAL MATCH () WITH 0 AS n1 LIMIT 0 CREATE ()",61,0,1,8,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
memgraph,"MERGE (x) RETURN 0 ORDER BY properties(x).n0",44,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neo4j,"MATCH ()-[x]-()--()--()--() WHERE false UNWIND 0 AS n0 MATCH ()--()--(:n1) MATCH ({n1:x.n2, n1:0})--(), ()--() RETURN 0 AS n3 UNION MERGE ()-[:n4]->()<-[:n5]-()-[:n6]->()-[:n7]->()<-[:n8]-()<-[:n10]-()<-[:n11]-()-[:n12]->()<-[:n13]-() RETURN 0 AS n3",249,3,1,13,1,0,0,3,0,1,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
neo4j,"RETURN null ORDER BY properties(CASE WHEN null THEN null END)",61,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,1,0,0,0,0,0,0,0
redisgraph,"CREATE (x) CREATE ()-[:A{n1:size([n2 IN [n3 IN [0] | x.n4] | 0])}]->()-[y:B]->() DELETE y",89,2,1,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neo4j,"MATCH (x)-->({n0:EXISTS { WITH toBoolean(sum(0)) AS n2, x AS n3 RETURN 0 }}) RETURN 0",85,1,2,7,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
falkordb,"CREATE ()-[:n0]->() WITH * MATCH (x)<-[*..2{n1:x.n2}]-() RETURN 0",65,1,1,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
falkordb,"MERGE () RETURN 0 AS n0 UNION WITH * MERGE () RETURN 0 AS n0",60,1,1,8,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
memgraph,"CALL { RETURN 0 AS x } OPTIONAL MATCH ({n0:x}) RETURN 0",55,1,2,6,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neo4j,"UNWIND [0] AS n0 CALL { RETURN min(0) AS n1 ORDER BY COUNT { () } } RETURN 0",76,0,3,9,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
falkordb,"CREATE (x)-[:n0]->(x) WITH * MATCH (y)<--(y)<--(y) RETURN 1",59,3,1,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
neo4j,"CREATE (n) RETURN reverse(toStringOrNull(n))",44,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neo4j,"MATCH (n) SET n._1 = 0",22,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
falkordb,"UNWIND null AS n0 WITH * CALL { MERGE () RETURN 0 AS n1 } RETURN 0",66,0,2,9,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
neo4j,"CALL { WITH [COUNT { () }] AS n0 RETURN 0 AS n1 } RETURN 0 AS n2",64,0,3,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
falkordb,"CALL { CREATE () } UNWIND 0 AS x MATCH () WHERE (CASE WHEN true THEN false ELSE x END) RETURN 0",95,1,2,14,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1
neo4j,"CALL {  CREATE ()-[:A]->() } MATCH ()-[:B|C]->(:D:E) RETURN 0",61,0,2,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
redisgraph,"WITH 0 AS x MATCH () UNWIND 0 AS y MATCH ({n0:(CASE y WHEN x THEN 0 END)}) RETURN 0",83,2,1,11,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
neo4j,"MERGE ()-[:A]->({x:0}) RETURN EXISTS { (:B:C)-[{x:0}]->() }",59,1,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
falkordb,"WITH 0 AS n0 CALL { MERGE () RETURN 0 AS n1 } WITH * MATCH () WHERE false RETURN 0",82,0,2,11,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
neo4j,"RETURN 1 % toInteger(""A"")",25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neo4j,"FOREACH ( n0 IN [] | CREATE ()<-[x:A]-(), ({n1:endNode(x).n2}) )",64,1,2,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
falkordb,"CREATE () RETURN 0 AS n0 UNION CALL { UNWIND [] AS n1 MATCH (x) DELETE x RETURN 0 AS n2 UNION ALL OPTIONAL MATCH () RETURN 0 AS n2 } MATCH ()-[]-() RETURN 0 AS n0",162,3,2,20,2,1,1,3,0,1,5,0,0,1,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
falkordb,"CREATE (x{n0:0}) DELETE x CREATE (y{N:0, M:0}) RETURN y",55,2,1,4,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
falkordb,"CREATE () WITH null AS x MATCH ({n0:x}) UNWIND CASE WHEN false THEN 0 ELSE 0 END AS n1 MATCH () RETURN 0",104,1,1,15,0,0,0,2,0,1,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1
falkordb,"CREATE (x) DELETE x MERGE ()<-[:A]-() DELETE x CREATE (x)-[:B]->()",66,3,1,5,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
falkordb,"WITH 0 AS n0 SKIP 1 CALL { FOREACH (n1 IN [] | MERGE () ) MERGE () }",68,0,3,8,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
falkordb,"CALL { MATCH () MERGE () } MATCH () WHERE false RETURN 0",56,0,2,7,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
redisgraph,"UNWIND [0, 0, 0] AS n0 WITH [0] AS n1 ORDER BY 0 OPTIONAL MATCH () MERGE ()-[:A]->()-[:B]->()",93,0,1,9,0,0,1,1,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neo4j,"UNWIND 0 AS n0 RETURN null AS n1 UNION MATCH () OPTIONAL MATCH ()-[n2]->(n3)--(n4)-[aZvD]->(n5) OPTIONAL MATCH (:n6)-[{y:0, y:aZvD.x, x:0, x:0}]->(ex), (), ({x:0, y:0}), ()<--(), () RETURN null AS n1",199,7,1,14,1,0,2,3,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
falkordb,"CREATE ()-[x:A]->() DELETE x MERGE ()<-[:B]-() DELETE x MERGE ()-[:C]->()",73,2,1,5,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
neo4j,"CREATE ()-[m:A]->(), ({t:type(m)})",34,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
falkordb,"  CREATE (x) DELETE x CREATE (y{n0:0}) DELETE y RETURN x",56,3,1,5,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
neo4j,"MATCH (:n1:n2:n3:n5:n5:n6:n7:n8:n9:x:n10:x) RETURN 0",52,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neo4j,"WITH 0 AS n1 ORDER BY n1 MATCH () WHERE false WITH CASE 0 WHEN n1 THEN 0 END AS n3 ORDER BY n3 RETURN 0",103,3,1,16,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0
neo4j,"RETURN toBooleanOrNull(startNode(null))",39,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
neo4j,"WITH 0 AS n0 WITH * ORDER BY 0 CALL { RETURN 0 AS n1 UNION ALL WITH * OPTIONAL MATCH () WITH * WITH DISTINCT * RETURN 0 AS n1 } RETURN 0",136,1,2,19,1,1,1,1,0,0,3,0,0,0,0,0,0,0,1,0,5,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
falkordb,"MATCH (x) CALL { WITH x MATCH ({n0:x.n1}) MATCH (:A) WITH * ORDER BY x RETURN 0 AS n2 } RETURN 0",96,3,2,11,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
